month,product_group_id,product_group_name,market_revenue,revenue_amazon
2024-12-01,3,Frozen Storage Units,1290341632.0,148052080.0
2024-01-01,4,Laundry Machines,6973757952.0,533781664.0
2024-02-01,4,Laundry Machines,6132172800.0,580157952.0
2024-03-01,4,Laundry Machines,7831171584.0,638996736.0
2024-04-01,4,Laundry Machines,7821568000.0,582351552.0
2024-05-01,4,Laundry Machines,8429365760.0,638417088.0
2024-06-01,4,Laundry Machines,8168151040.0,672264512.0
2024-07-01,4,Laundry Machines,6880462848.0,612164544.0
2024-08-01,4,Laundry Machines,7495510528.0,735015872.0
2024-09-01,4,Laundry Machines,8004770304.0,703787904.0
2024-10-01,4,Laundry Machines,7488375808.0,615098944.0
2024-11-01,4,Laundry Machines,6663116800.0,576854016.0
2024-12-01,4,Laundry Machines,6609814528.0,524971584.0
2024-01-01,5,Dish Cleaning Machines,1755442304.0,214861152.0
2024-02-01,5,Dish Cleaning Machines,1713370240.0,244870192.0
2024-03-01,5,Dish Cleaning Machines,1480396160.0,229053264.0
2024-04-01,5,Dish Cleaning Machines,1556692096.0,211188208.0
2024-05-01,5,Dish Cleaning Machines,1612483968.0,238578432.0
2024-06-01,5,Dish Cleaning Machines,1534907776.0,265152816.0
2024-07-01,5,Dish Cleaning Machines,1547268992.0,250001904.0
2024-08-01,5,Dish Cleaning Machines,1734025088.0,256221984.0
2024-09-01,5,Dish Cleaning Machines,1541842048.0,224882464.0
2024-10-01,5,Dish Cleaning Machines,1443470848.0,220288816.0
2024-11-01,5,Dish Cleaning Machines,1446238976.0,209424816.0
2024-12-01,5,Dish Cleaning Machines,1326075264.0,205471600.0
2024-01-01,6,Microwave Cookers,1444244992.0,188882656.0
2024-02-01,6,Microwave Cookers,1649025792.0,191305040.0
2024-03-01,6,Microwave Cookers,1621940736.0,207181200.0
2024-04-01,6,Microwave Cookers,1458719616.0,190643552.0
2024-05-01,6,Microwave Cookers,1665995648.0,217483376.0
2024-06-01,6,Microwave Cookers,1585812096.0,207228992.0
2024-07-01,6,Microwave Cookers,1634670336.0,205164544.0
2024-08-01,6,Microwave Cookers,1690117632.0,226499136.0
2024-09-01,6,Microwave Cookers,1433120768.0,194378368.0
2024-10-01,6,Microwave Cookers,1518583424.0,198477248.0
2024-11-01,6,Microwave Cookers,1570166400.0,201987280.0
2024-12-01,6,Microwave Cookers,1582673408.0,206127408.0
2024-01-01,7,Kitchen Ventilation Systems,1000000000.0,109831200.0
2024-02-01,7,Kitchen Ventilation Systems,1000000000.0,112732968.0
2024-03-01,7,Kitchen Ventilation Systems,1000000000.0,113729560.0
2024-04-01,7,Kitchen Ventilation Systems,1000000000.0,112749984.0
2024-05-01,7,Kitchen Ventilation Systems,1000000000.0,120990888.0
2024-06-01,7,Kitchen Ventilation Systems,1000000000.0,112103832.0
2024-07-01,7,Kitchen Ventilation Systems,1000000000.0,101070424.0
2024-08-01,7,Kitchen Ventilation Systems,1000000000.0,107098440.0
2024-09-01,7,Kitchen Ventilation Systems,1000000000.0,109155792.0
2024-10-01,7,Kitchen Ventilation Systems,1000000000.0,107333992.0
2024-11-01,7,Kitchen Ventilation Systems,1000000000.0,105615440.0
2024-12-01,7,Kitchen Ventilation Systems,1000000000.0,104493464.0
2024-01-01,8,Integrated Stovetops,1322220672.0,156231680.0
2024-02-01,8,Integrated Stovetops,1805342208.0,208126128.0
2024-03-01,8,Integrated Stovetops,1769825408.0,152008352.0
2024-04-01,8,Integrated Stovetops,1602195072.0,129569736.0
2024-05-01,8,Integrated Stovetops,1682956928.0,135613632.0
2024-06-01,8,Integrated Stovetops,1228767872.0,128382352.0
2024-07-01,8,Integrated Stovetops,1537780096.0,139020448.0
2024-08-01,8,Integrated Stovetops,1485774336.0,142644048.0
2024-09-01,8,Integrated Stovetops,1529248256.0,142254112.0
2024-10-01,8,Integrated Stovetops,1550137216.0,134102792.0
2024-11-01,8,Integrated Stovetops,1385519360.0,136608784.0
2024-12-01,8,Integrated Stovetops,1423262848.0,130650720.0
2024-01-01,9,Cooking Appliances,1602148224.0,142437104.0
2024-02-01,9,Cooking Appliances,1695252864.0,160419776.0
2024-03-01,9,Cooking Appliances,1464599808.0,187575328.0
2024-04-01,9,Cooking Appliances,1633981824.0,144715216.0
2024-05-01,9,Cooking Appliances,1706453120.0,159777488.0
2024-06-01,9,Cooking Appliances,1666900224.0,148773632.0
2024-07-01,9,Cooking Appliances,1799028224.0,159735920.0
2024-08-01,9,Cooking Appliances,1569865344.0,163582032.0
2024-09-01,9,Cooking Appliances,1453587968.0,173179056.0
2024-10-01,9,Cooking Appliances,1596965376.0,171249248.0
2024-11-01,9,Cooking Appliances,1590936832.0,164370160.0
2024-12-01,9,Cooking Appliances,1606915712.0,161784464.0
2024-01-01,10,Baking Ovens,1455630080.0,144849520.0
2024-02-01,10,Baking Ovens,1423640704.0,153943136.0
2024-03-01,10,Baking Ovens,1316235776.0,131214344.0
2024-04-01,10,Baking Ovens,1384072704.0,125452944.0
2024-05-01,10,Baking Ovens,1241166336.0,115769240.0
2024-06-01,10,Baking Ovens,1255971584.0,109762968.0
2024-07-01,10,Baking Ovens,1406740480.0,141902480.0
2024-08-01,10,Baking Ovens,1471964800.0,139369824.0
2024-09-01,10,Baking Ovens,1443841664.0,154437072.0
2024-10-01,10,Baking Ovens,1411348224.0,150388736.0
2024-11-01,10,Baking Ovens,1477396736.0,141114816.0
2024-12-01,10,Baking Ovens,1331643648.0,155560512.0
2024-01-01,11,Climate Control Units,1000000000.0,130532672.0
2024-02-01,11,Climate Control Units,1000000000.0,143699984.0
2024-03-01,11,Climate Control Units,1000000000.0,137694688.0
2024-04-01,11,Climate Control Units,1000000000.0,145416976.0
2024-05-01,11,Climate Control Units,1000000000.0,141899712.0
2024-06-01,11,Climate Control Units,1000000000.0,145989216.0
2024-07-01,11,Climate Control Units,1000000000.0,134404480.0
2024-08-01,11,Climate Control Units,1000000000.0,143447712.0
2024-09-01,11,Climate Control Units,1000000000.0,142080336.0
2024-10-01,11,Climate Control Units,1000000000.0,141175312.0
2024-11-01,11,Climate Control Units,1000000000.0,137431664.0
2024-12-01,11,Climate Control Units,1000000000.0,142839968.0
2024-01-01,13,Digital Tablets,3164239360.0,453528352.0
2024-02-01,13,Digital Tablets,3500125440.0,451534848.0
2024-03-01,13,Digital Tablets,3510575872.0,441365088.0
2024-04-01,13,Digital Tablets,3143406080.0,389814496.0
2024-05-01,13,Digital Tablets,3413871872.0,432195552.0
2024-06-01,13,Digital Tablets,2672041216.0,377932448.0
2024-07-01,13,Digital Tablets,2492537344.0,360115104.0
2024-08-01,13,Digital Tablets,2579437056.0,346496704.0
2024-09-01,13,Digital Tablets,3042624000.0,427772736.0
2024-10-01,13,Digital Tablets,3048757504.0,450538624.0
2024-11-01,13,Digital Tablets,3300882176.0,454552704.0
2024-12-01,13,Digital Tablets,2902585600.0,391888992.0
2024-01-01,14,Display Screens,1387767296.0,595379392.0
2024-02-01,14,Display Screens,1383981696.0,600194304.0
2024-03-01,14,Display Screens,1341339520.0,591375872.0
2024-04-01,14,Display Screens,1385714560.0,531465760.0
2024-05-01,14,Display Screens,1360594560.0,521939008.0
2024-06-01,14,Display Screens,1526741888.0,583576128.0
2024-07-01,14,Display Screens,1553755392.0,626793216.0
2024-08-01,14,Display Screens,1400205440.0,496112416.0
2024-09-01,14,Display Screens,1300869120.0,512970880.0
2024-10-01,14,Display Screens,1280462976.0,532755936.0
2024-11-01,14,Display Screens,1407576064.0,513459872.0
2024-12-01,14,Display Screens,1333434624.0,535501536.0
2024-01-01,15,Mobile Phones & Refurbished Devices,37589745664.0,2259244032.0
2024-02-01,15,Mobile Phones & Refurbished Devices,41036263424.0,2300146688.0
2024-03-01,15,Mobile Phones & Refurbished Devices,34712154112.0,2021328640.0
2024-04-01,15,Mobile Phones & Refurbished Devices,44113432576.0,2104625280.0
2024-05-01,15,Mobile Phones & Refurbished Devices,35561005056.0,1807754752.0
2024-06-01,15,Mobile Phones & Refurbished Devices,35321401344.0,2224457984.0
2024-07-01,15,Mobile Phones & Refurbished Devices,37940355072.0,2513102336.0
2024-08-01,15,Mobile Phones & Refurbished Devices,44261462016.0,2442301952.0
2024-09-01,15,Mobile Phones & Refurbished Devices,39250509824.0,2323815424.0
2024-10-01,15,Mobile Phones & Refurbished Devices,43633164288.0,2318170368.0
2024-11-01,15,Mobile Phones & Refurbished Devices,36081438720.0,2074220160.0
2024-12-01,15,Mobile Phones & Refurbished Devices,37723496448.0,2327571712.0
2024-01-01,16,Flat-Screen TVs,9567973376.0,747900928.0
2024-02-01,16,Flat-Screen TVs,12109982720.0,1004647360.0
2024-03-01,16,Flat-Screen TVs,11898859520.0,1065083904.0
2024-04-01,16,Flat-Screen TVs,10325141504.0,987764800.0
2024-05-01,16,Flat-Screen TVs,11286039552.0,861441856.0
2024-06-01,16,Flat-Screen TVs,9503785984.0,674839616.0
2024-07-01,16,Flat-Screen TVs,9363723264.0,885120832.0
2024-08-01,16,Flat-Screen TVs,10643823616.0,1179776384.0
2024-09-01,16,Flat-Screen TVs,12131595264.0,1177784448.0
2024-10-01,16,Flat-Screen TVs,10777509888.0,1038195200.0
2024-11-01,16,Flat-Screen TVs,10826137600.0,1085247232.0
2024-12-01,16,Flat-Screen TVs,10368752640.0,885342528.0
2024-01-01,17,Floor Cleaning Devices,4287690496.0,686112960.0
2024-02-01,17,Floor Cleaning Devices,4130788096.0,761421248.0
2024-03-01,17,Floor Cleaning Devices,4635200000.0,755568640.0
2024-04-01,17,Floor Cleaning Devices,4698530816.0,820710720.0
2024-05-01,17,Floor Cleaning Devices,4713900544.0,834688512.0
2024-06-01,17,Floor Cleaning Devices,5111770112.0,796224128.0
2024-07-01,17,Floor Cleaning Devices,5027328512.0,836795264.0
2024-08-01,17,Floor Cleaning Devices,4339519488.0,652608832.0
2024-09-01,17,Floor Cleaning Devices,4608881664.0,659384640.0
2024-10-01,17,Floor Cleaning Devices,4477115392.0,648749440.0
2024-11-01,17,Floor Cleaning Devices,4882332672.0,679981824.0
2024-12-01,17,Floor Cleaning Devices,4317832192.0,713505984.0
2024-01-01,18,Fabric Care Appliances,1634400384.0,260450224.0
2024-02-01,18,Fabric Care Appliances,1467590528.0,172459840.0
2024-03-01,18,Fabric Care Appliances,1429143808.0,230374608.0
2024-04-01,18,Fabric Care Appliances,1532376320.0,235224752.0
2024-05-01,18,Fabric Care Appliances,1505146624.0,219590352.0
2024-06-01,18,Fabric Care Appliances,1650351488.0,256713840.0
2024-07-01,18,Fabric Care Appliances,1221700864.0,247959808.0
2024-08-01,18,Fabric Care Appliances,1379473920.0,252712480.0
2024-09-01,18,Fabric Care Appliances,1524526976.0,249029712.0
2024-10-01,18,Fabric Care Appliances,1330527744.0,243770624.0
2024-11-01,18,Fabric Care Appliances,1689104384.0,267494432.0
2024-12-01,18,Fabric Care Appliances,1484149248.0,267751744.0
2024-01-01,19,Electric Cookware,1000000000.0,148213696.0
2024-02-01,19,Electric Cookware,1000000000.0,149738912.0
2024-03-01,19,Electric Cookware,1000000000.0,143786880.0
2024-04-01,19,Electric Cookware,1000000000.0,151925184.0
2024-05-01,19,Electric Cookware,1000000000.0,151454528.0
2024-06-01,19,Electric Cookware,1000000000.0,136187680.0
2024-07-01,19,Electric Cookware,1000000000.0,145604032.0
2024-08-01,19,Electric Cookware,1000000000.0,141762592.0
2024-09-01,19,Electric Cookware,1000000000.0,144260960.0
2024-10-01,19,Electric Cookware,1000000000.0,144243168.0
2024-11-01,19,Electric Cookware,1000000000.0,144868256.0
2024-12-01,19,Electric Cookware,1000000000.0,131419312.0
2024-01-01,21,Smart Wearables,2380181248.0,217626880.0
2024-02-01,21,Smart Wearables,2609264896.0,241050640.0
2024-03-01,21,Smart Wearables,2495926016.0,212573632.0
2024-04-01,21,Smart Wearables,2643433216.0,184000640.0
2024-05-01,21,Smart Wearables,2543947520.0,228074336.0
2024-06-01,21,Smart Wearables,2350232320.0,217317040.0
2024-07-01,21,Smart Wearables,2488081664.0,186550160.0
2024-08-01,21,Smart Wearables,2451827200.0,167113056.0
2024-09-01,21,Smart Wearables,2299808000.0,189492464.0
2024-10-01,21,Smart Wearables,2804866048.0,211628752.0
2024-11-01,21,Smart Wearables,2479057408.0,186363840.0
2024-12-01,21,Smart Wearables,2514667520.0,191964896.0
2024-01-01,23,Hot Beverage Machines,1630536576.0,284778848.0
2024-02-01,23,Hot Beverage Machines,1532807680.0,317575616.0
2024-03-01,23,Hot Beverage Machines,1526943232.0,325370784.0
2024-04-01,23,Hot Beverage Machines,1408591744.0,290275264.0
2024-05-01,23,Hot Beverage Machines,1533919360.0,318008480.0
2024-06-01,23,Hot Beverage Machines,1532920832.0,297223904.0
2024-07-01,23,Hot Beverage Machines,1446106240.0,295890912.0
2024-08-01,23,Hot Beverage Machines,1405459200.0,299092768.0
2024-09-01,23,Hot Beverage Machines,1449722240.0,299464800.0
2024-10-01,23,Hot Beverage Machines,1502095104.0,276323744.0
2024-11-01,23,Hot Beverage Machines,1412689024.0,275277216.0
2024-12-01,23,Hot Beverage Machines,1525835520.0,278664192.0
2024-01-01,26,Kitchen Prep Appliances,1476322560.0,213787776.0
2024-02-01,26,Kitchen Prep Appliances,1628531968.0,225313936.0
2024-03-01,26,Kitchen Prep Appliances,1517225216.0,280454432.0
2024-04-01,26,Kitchen Prep Appliances,1628636288.0,218334624.0
2024-05-01,26,Kitchen Prep Appliances,1500342912.0,238780544.0
2024-06-01,26,Kitchen Prep Appliances,1521736704.0,248166784.0
2024-07-01,26,Kitchen Prep Appliances,1504124928.0,238312320.0
2024-08-01,26,Kitchen Prep Appliances,1666200064.0,259356352.0
2024-09-01,26,Kitchen Prep Appliances,1566971264.0,263600096.0
2024-10-01,26,Kitchen Prep Appliances,1668617600.0,232795696.0
2024-11-01,26,Kitchen Prep Appliances,1503665536.0,211104928.0
2024-12-01,26,Kitchen Prep Appliances,1735777024.0,255831840.0
2024-01-01,27,Electric Razors,1000000000.0,243518624.0
2024-02-01,27,Electric Razors,1000000000.0,261436176.0
2024-03-01,27,Electric Razors,1000000000.0,250562288.0
2024-04-01,27,Electric Razors,1000000000.0,263682144.0
2024-05-01,27,Electric Razors,1000000000.0,258657984.0
2024-06-01,27,Electric Razors,1000000000.0,263232128.0
2024-07-01,27,Electric Razors,1000000000.0,238089136.0
2024-08-01,27,Electric Razors,1000000000.0,257058864.0
2024-09-01,27,Electric Razors,1000000000.0,256799760.0
2024-10-01,27,Electric Razors,1000000000.0,258347328.0
2024-11-01,27,Electric Razors,1000000000.0,265509168.0
2024-12-01,27,Electric Razors,1000000000.0,261959616.0
2024-01-01,29,All-in-One Printers & Printers,1000000000.0,217483568.0
2024-02-01,29,All-in-One Printers & Printers,1000000000.0,220948928.0
2024-03-01,29,All-in-One Printers & Printers,1000000000.0,207991008.0
2024-04-01,29,All-in-One Printers & Printers,1000000000.0,213012864.0
2024-05-01,29,All-in-One Printers & Printers,1000000000.0,207604688.0
2024-06-01,29,All-in-One Printers & Printers,1000000000.0,204207472.0
2024-07-01,29,All-in-One Printers & Printers,1000000000.0,200340656.0
2024-08-01,29,All-in-One Printers & Printers,1000000000.0,216732176.0
2024-09-01,29,All-in-One Printers & Printers,1000000000.0,197591088.0
2024-10-01,29,All-in-One Printers & Printers,1000000000.0,204056880.0
2024-11-01,29,All-in-One Printers & Printers,1000000000.0,207827232.0
2024-12-01,29,All-in-One Printers & Printers,1000000000.0,208122432.0
2024-01-01,30,Electric Kettles & Heaters,1000000000.0,133321288.0
2024-02-01,30,Electric Kettles & Heaters,1000000000.0,130766888.0
2024-03-01,30,Electric Kettles & Heaters,1000000000.0,135914608.0
2024-04-01,30,Electric Kettles & Heaters,1000000000.0,137048096.0
2024-05-01,30,Electric Kettles & Heaters,1000000000.0,132911648.0
2024-06-01,30,Electric Kettles & Heaters,1000000000.0,136883776.0
2024-07-01,30,Electric Kettles & Heaters,1000000000.0,139058608.0
2024-08-01,30,Electric Kettles & Heaters,1000000000.0,138334592.0
2024-09-01,30,Electric Kettles & Heaters,1000000000.0,138982464.0
2024-10-01,30,Electric Kettles & Heaters,1000000000.0,137054016.0
2024-11-01,30,Electric Kettles & Heaters,1000000000.0,135557504.0
2024-12-01,30,Electric Kettles & Heaters,1000000000.0,135657616.0
2024-01-01,34,Sandwich Makers & Grills,1000000000.0,156225184.0
2024-02-01,34,Sandwich Makers & Grills,1000000000.0,155636320.0
2024-03-01,34,Sandwich Makers & Grills,1000000000.0,158374288.0
2024-04-01,34,Sandwich Makers & Grills,1000000000.0,154945648.0
2024-05-01,34,Sandwich Makers & Grills,1000000000.0,159412688.0
2024-06-01,34,Sandwich Makers & Grills,1000000000.0,153070288.0
2024-07-01,34,Sandwich Makers & Grills,1000000000.0,156806816.0
2024-08-01,34,Sandwich Makers & Grills,1000000000.0,159277328.0
2024-09-01,34,Sandwich Makers & Grills,1000000000.0,160879280.0
2024-10-01,34,Sandwich Makers & Grills,1000000000.0,157421792.0
2024-11-01,34,Sandwich Makers & Grills,1000000000.0,153830928.0
2024-12-01,34,Sandwich Makers & Grills,1000000000.0,161272080.0
2024-01-01,36,Mice & Keyboards,1542866688.0,446761248.0
2024-02-01,36,Mice & Keyboards,1452665856.0,441437536.0
2024-03-01,36,Mice & Keyboards,1480700544.0,467283072.0
2024-04-01,36,Mice & Keyboards,1443229952.0,428906560.0
2024-05-01,36,Mice & Keyboards,1467307392.0,395088384.0
2024-06-01,36,Mice & Keyboards,1480755200.0,374910112.0
2024-07-01,36,Mice & Keyboards,1471716096.0,418010400.0
2024-08-01,36,Mice & Keyboards,1408286080.0,352375712.0
2024-09-01,36,Mice & Keyboards,1441363200.0,392301024.0
2024-10-01,36,Mice & Keyboards,1489703552.0,412507456.0
2024-11-01,36,Mice & Keyboards,1382659072.0,466665952.0
2024-12-01,36,Mice & Keyboards,1725693056.0,425690368.0
2024-01-01,39,Desktop Computers,1524504448.0,404858176.0
2024-02-01,39,Desktop Computers,1435607552.0,407278208.0
2024-03-01,39,Desktop Computers,1567670144.0,384408192.0
2024-04-01,39,Desktop Computers,1498695936.0,471831872.0
2024-05-01,39,Desktop Computers,1712955648.0,460644480.0
2024-06-01,39,Desktop Computers,1549188608.0,509685920.0
2024-07-01,39,Desktop Computers,1652486528.0,553069248.0
2024-08-01,39,Desktop Computers,1766801152.0,512930592.0
2024-09-01,39,Desktop Computers,1548817280.0,435264192.0
2024-10-01,39,Desktop Computers,1893107200.0,506384864.0
2024-11-01,39,Desktop Computers,1824368896.0,479573184.0
2024-12-01,39,Desktop Computers,1542763776.0,408825120.0
2024-01-01,40,Audio Headsets,2715849984.0,370039968.0
2024-02-01,40,Audio Headsets,3062396160.0,383989504.0
2024-03-01,40,Audio Headsets,4202376448.0,555761792.0
2024-04-01,40,Audio Headsets,4293255680.0,525566624.0
2024-05-01,40,Audio Headsets,4150488320.0,599010112.0
2024-06-01,40,Audio Headsets,3840096512.0,468527904.0
2024-07-01,40,Audio Headsets,4457734144.0,571359872.0
2024-08-01,40,Audio Headsets,4106513920.0,438603744.0
2024-09-01,40,Audio Headsets,4034853632.0,344522752.0
2024-10-01,40,Audio Headsets,4143633152.0,424023552.0
2024-11-01,40,Audio Headsets,3378561280.0,387103424.0
2024-12-01,40,Audio Headsets,4287097344.0,574589632.0
2024-01-01,43,Communication Gadgets,1541220224.0,334643840.0
2024-02-01,43,Communication Gadgets,1757004672.0,352569632.0
2024-03-01,43,Communication Gadgets,1789721600.0,314685376.0
2024-04-01,43,Communication Gadgets,1658734848.0,318829568.0
2024-05-01,43,Communication Gadgets,1664941568.0,247332208.0
2024-06-01,43,Communication Gadgets,1745440896.0,345242400.0
2024-07-01,43,Communication Gadgets,1669309056.0,326348608.0
2024-08-01,43,Communication Gadgets,1681199872.0,338989504.0
2024-09-01,43,Communication Gadgets,1533977216.0,309769344.0
2024-10-01,43,Communication Gadgets,1613923712.0,309769344.0
2024-11-01,43,Communication Gadgets,1532796928.0,349304416.0
2024-12-01,43,Communication Gadgets,1562520832.0,314651520.0
